movieId,title,genres,overview_clean,original_language,vote_average
86985,ID:A,Thriller,woman wakes river wounded without memory races elude mysterious followers recover amnesia,da,6.7
38728,A Colt Is My Passport,Action Thriller Crime Foreign,melancholy homely kamimura hit man takes job kill mob boss whos gotten greedy,ja,6.9
42226,Coup de grâce,War Drama Foreign Romance,countess unrequited love army officer leads disaster,de,6.6
23823,Wrong Turn 3: Left for Dead,Horror Thriller,group people find themselves trapped backwoods west virginia fighting lives against group vicious horribly disfigured inbred cannibals,en,4.9
16624,Blacksmith Scene,Drama,three men hammer anvil pass bottle beer around notable first film scene acted out,xx,5.8
57800,Ice Age: Continental Drift,Animation Comedy Adventure Family,manny diego sid embark upon another adventure continent set adrift using iceberg ship encounter sea creatures battle pirates explore new world,en,6.2
84175,Beasts of the Southern Wild,Drama Fantasy,hushpuppy intrepid sixyearold girl lives father wink bathtub southern delta community edge world winks tough love prepares unraveling universe time hes longer protect wink contracts mysterious illness nature flies out whack temperatures rise ice caps melt unleashing army prehistoric creatures called aurochs waters rising aurochs coming winks health fading hushpuppy goes search lost mother,en,6.8
46223,Dangerous Davies,Crime Comedy,dangerous davies held high regard superiors assigned find notorious criminal kingpin uncovers details year old cold case,en,4.5
173580,Dynamite,Drama,wealthy cynthia love notsowealthy roger married marcia threesome terribly modern situation marcia gladly divorce roger cynthia agrees financial settlement cynthias wealth jeopardy because trust fund expire married certain date satisfy condition cynthia arranges marry hagon derk condemned die crime didnt commit pays provide little sister last minute derk freed true criminal discovered expecting rich widow cynthia finds herself married man doesnt know doesnt want,en,5.0
61111,The Day the Fish Came Out,Science Fiction Comedy,plane carrying weapon dangerous nuclear weapon goes down near greece prevent panic officials dressed tourists dressed casually pilots assume gay pilots make themselves known cant contact rescue team secrecy causes comedy errors including desolate greek isle deciding since tourists now arrived become touristy,el,5.5
98548,People Like Us,Drama,tells story struggling man flying home funeral estranged recordproducer father discovers stipulates deliver cash yearold alcoholic sister never knew existed troubled yearold son,en,6.6
86664,Crazed Fruit,Romance Drama,spending summer exotic beach two brothers fall same beautiful girl whose charm looks hide bargained,ja,7.5
71722,Cruel Gun Story,Action Thriller Crime Foreign,businessmen arrange early release prison togawa serving time taking revenge truck driver whose carelessness confined togawas sister rei wheelchair want togawa hijack armored truck loaded million yen leverage promise money surgery rei togawa consents plans heist three others plan solid doesnt smoothly togawa improvise traitors somewhere doublecrosses mount togawa escape enough money help sister ensure passage out japan,ja,4.5
264393,Flame and Women,Drama Foreign,shingo ritsuko baby takashi happen happy couple soon ritsuko wants know true father takashi born artificial insemination,ja,6.7
131653,Euridice BA 2037,Drama,euridice hades code number waiting orpheus free lead upper world shes waiting orders allow move out prisonhome destination mentioned voice computer orders move out,el,6.2
200281,La sociedad del semáforo,Drama,applying knowledge electricity electronics raúl tréllez bum lives downtown streets bogotá struggles control time red light jugglers cripples homeless people achieve longer shows red light corner,es,5.0
99934,The Flying Fleet,Adventure Drama Romance,six friends graduate next day united states naval academy hope become aviators officer day becomes sick tommy winslow ramon navarro take place while others out celebrate,en,0.0
82525,Savages,Crime Drama Thriller,pot growers ben chon face off against mexican drug cartel kidnapped shared girlfriend,en,6.2
25913,Balto II: Wolf Quest,Family Animation Adventure,balto daughter aleu embark journey adventure self discovery,en,6.2
104997,Rat King,Thriller Foreign,year old juri seriously addicted online gaming much becomes isolated single mother pushes girlfriend brink leaving decides quit soon lured back one netmates niki meet first time turns out look strikingly like juri niki webaddress tattooed arm juri types computer gets drawn curious game grants username rat king game becomes increasingly dangerous niki vows help juri get through game triggers series lifethreatening events pretty soon juri realizes gaming life,fi,6.5
155288,Bela Kiss: Prologue,Horror Mystery Thriller,true story bela kiss one brutal serial killers killed young women during beginning first world war blooddrained bodies found metal barrels conserved alcohol according rumors still seen decades later different parts world never found whereabouts man unknown even today almost century later five bank robbers search hideaway remote hotel flee police brutal unforeseen events take overhand build bridge past assumed safe house turns nightmare bela kiss still alive,de,4.4
16059,Oneway-Ticket to Korsør,Drama Comedy Romance,rasmus defends phd danish literature entitled romantic idiot special qualifications many jobs around reduce study loan settles temporary teaching job adult education programme provincial town korsør rasmus meets complex group people takes part lives falls dramatically love one pupils signe dreams having child partner camilla playing role romantic idiot korsør isnt plain sailing rasmus,da,4.0
52311,Candles on Bay Street,TV Movie Drama,deedee returns hometown year old son trooper years ran off boyfriend childhood best friend sam now married wife lydia towns veterinarians lydia little wary deedee sam tells best friends growing deedee first crush deedee trooper find way many hearts townspeople sweet helpfulness friendships deedee sets candle making business town square invites many ladies town weekly candle making parties through parties lydia become good friends one evening dinner lydia sam deedee tells sam shes sick doesnt much longer live needs help find good family town adopt trooper sam later tells lydia everything decide adopt trooper themselves ifwhen something happens deedee,en,5.0
86980,Once Upon A Time in Phuket,Comedy,life coach sven travels thailand fulfil dreams writer meets gitte yogapractising free spirit norway along comes anja editor works swedish publisher really want life want,sv,5.4
208988,The War,Documentary History War,war seven episode documentary miniseries produced ken burns lynn novick examines myriad ways second world war touched lives family street town america telling stories ordinary people four quintessentially american towns waterbury connecticut mobile alabama sacramento california tiny farming town luverne minnesota series portray enormous worldwide catastrophe intimate human scale war intertwine vivid eyewitness accounts harrowing realities life front lines reminiscences americans never left home towns tried best carry business daily life while fathers brothers sons overseas film honor celebrate bravery endurance sacrifice generation americans lived through always known simply war,en,5.3
57346,Thomas Jefferson,Documentary History,complex life thomas jefferson wrote men created equal yet owned slaves recounted master filmmaker ken burns probing documentary covering jeffersons diplomatic work france two presidential terms retirement monticello,en,0.0
66025,Mooz-lum,Drama,thanks strict muslim upbringing largely shielded outside world tariqs first year college proves transformative until terrorist attacks invite growing suspicion distrust angry classmates,en,4.5
105567,The Union,Music Documentary,november filmmaker cameron crowe began filming behindthescenes look creation album union collaboration musicians elton john leon russell hadnt spoken one another years prior beginning work album addition documentary offers rare glimpse process john goes through create compose music featured film musicians neil young brian wilson booker jones steel guitarist robert randolph don piece gospel choir contribute album produced awardwinning producer tbone burnett musician stevie nicks johns longtime lyricist bernie taupin appear,en,10.0
11680,The Miser,Comedy,based molières play children harpagon cléante sister elise love still havent spoken father yet harpagon miser wants choose right man right woman children cléante last tries speak harpagon old man informs family wants marry marianne young girl loved cléante unaware sons sorrow harpagon doesnt understand cléante become angry,fr,6.5
5965,Scorcher,Action Adventure Comedy Drama Thriller,only hope humanity survive natural disaster detonate nuclear bomb los angeles,fr,3.6
31218,The Firm,Drama,set dom teenager finds himself drawn charismatic world football casualsinfluenced firms top boy bex accepted gang fast mouth sense humor dom soon becomes one boys bex gang clash rival firms across country violence spirals out control dom realizes wants out until learns easy simply walk away,en,6.2
13926,Red's Dream,Animation,life sole sale item clearance corner ebens bikes get lonely red unicycle dreams clown owner own juggling act steals show soon applause turns sound rainfall reality rushes back red resign himself sitting corner await fate,en,6.3
40770,Spirit Camp,Comedy Horror,street smart goth girl roxy vandiver forced attend cheerleader camp part rehabilitation juvenile correction facility clashes popular girls finds herself embroiled bitter rivalry bitchy ringleader rachel julin members spirit squad start turning dead girls put aside differences struggle survive murderous rage crazed psychokiller lurking among,en,5.1
75810,The Perfect Roommate,TV Movie Crime Mystery Thriller,carrie remington seems like struggling waitress whos run bad luck including recent divorce things seem improving moves ashley dunnfield young woman wealthy background whos trying make own without assistance father richard ashley thrilled carrie helps win father carrie starts dating richard ashley starts digging past finds out much didnt know new roommates sinister history,en,3.7
59706,The Fatal Hour,Mystery Thriller,police officer murdered captain street looks wong catch killer prime suspect frank belden whose father businessman well known success dishonesty wong faces increasing danger nearly executed himself investigation develops treachery complexity wong follows trail dead bodies uncovers jewel smuggling ring san francisco waterfront case much larger death police officer,en,6.5
13929,Geri's Game,Animation Family,aging codger named geri plays daylong game chess park against himself somehow begins losing livelier opponent games nearly geri manages turn tables,en,7.8
96534,My Last Day Without You,Comedy Drama Romance,oneday business trip new york young german business executive falls love singersongwriter exposes brooklyn world emotions hes never experienced,de,5.7
103370,Madea's Witness Protection,Drama Comedy Crime,wall street investment banker set linchpin companys mobbacked ponzi scheme relocated family aunt madeas southern home,en,5.8
32050,The Black Windmill,Thriller Action Crime,british agents son kidnapped held ransom diamonds agent finds out cant even count people thought side help decides track down kidnappers himself,en,6.4
62289,A Good Night to Die,Action Comedy Thriller,one day life hit man ronnie spends trying save life fellow hit man august brought business three years ago august become real problem bosses around town ronnie soon find out frankensteins monster cost,it,2.5
80468,Some Guy Who Kills People,Comedy Horror Thriller,former mental patients repressed anger reaches boiling point leading embark mission revenge against thugs subjected severe physical mental trauma,en,5.7
51794,Five Minarets in New York,Drama,two turkish antiterrorist agents sent new york city mission find bring back dangerous islamic leader codenamed dajjal believed hiding working fbi nypd agents orchestrate arrest hadji gumus wellrespected muslim scholar family man years fled united states released turkish prison served time murder tale love friendship peace prejudices takes journey seeking answer question whether innocence guilt even matters one lusts vengeance,en,6.5
53804,No Problem,Comedy Foreign,sanjay akshaye childhood friends small time crooks rob bank managed paresh two specially akshaye off contemplates changing tracks leaving world crime sanjay hand almost time manages something closes doors akshaye change life bank robbery same akshaye back belongs paresh accused accomplice sanjay akshaye since two stayed house night robberyparesh swears return without proof innocence,hi,3.7
31680,Prisoner 701: Sasori,Action Adventure Drama Foreign,band assassins invade home target hei tai find only lovely innocent bridetobe nami force upon cruel dilemma either kills fiancees sister kill fiancee trapped unable confide person loves nami kills fiancees sister sent prison survives only becoming ruthless around trained fight fellow inmate nami develops skills strength escape sets out quest revenge killing two assassins shes reunited hei tai whos still unaware killed sister love rekindled nami decides abandon crusade vengeance remaining assassin finds tells hei tai nami nami realizes never rest until finds defeats assassins employer now beloveds torn helping own personal desire revenge,ja,5.0
83191,Treasure Island,Adventure TV Movie,treasure island twopart british television miniseries adaptation novel treasure island robert louis stevenson made bskyb first shown united kingdom sky january screenplay stewart harcourt produced laurie borg directed steve barron,en,5.8
80035,The Watch,Comedy,four everyday suburban guys come together excuse escape humdrum lives one night week accidentally discover town become overrun aliens posing ordinary suburbanites choice save neighborhood world total extermination,en,5.3
65997,Vampires,Comedy,vincent lannoos mockumentary shows community vampires belgium two parents family george bertha two teenage children rather raise two former humans turned vampires son samson bit jack lad enjoying sexual freedom vampire life vigour irresponsible young adult regardless consequences even incest frowned upon world word wife often synonymous mother sister daughter grace yearns humanity different way applying fake tan get rid vampiric pallor dressing pink clothes wishing feel emotion even having human boyfriend,de,6.0
57215,"Drive, He Said",Comedy Drama,hector star basketball player college basketball team plays leopards girlfriend olive doesnt know whether stay leave friend gabriel dropped out school become protestor wants desperately get drafted vietnam,en,6.8
93676,Someday This Pain Will Be Useful to You,Drama Comedy,vulnerable teenager deep perception world idea live,en,5.6
84165,2 Days in New York,Comedy,marion mingus live cozily perhaps cozily cat two young children previous relationships however marions jolly father oversexed sister sisters outrageous boyfriend unceremoniously descend upon visit initiates two unforgettable days test marion minguss relationship unwitting racism sexual frankness french triumvirate hilariously boundaries filters person left unscathed wake,en,5.4
45945,Radio On,Drama Thriller Mystery Music Foreign,set britain man drives london bristol investigate brothers death purpose trip offset encounters series odd people,en,5.0
50053,2010: Moby Dick,Action Adventure Drama Horror Science Fiction Thriller,infamous whale bigger badder whole lot stronger scifi reimagining herman melvilles classic tale battle man sea sea creature starring xena alum rene oconnor traditionally male narrator boat now hightech submarine bigger capt ahab determined ever settle score take down mighty sea mammal maimed,en,2.8
183386,Terminal USA,Drama Comedy,terminal usa story japaneseamerican family fair share quirks sharon omi stealing grandpas morphine airhead sister jenny woo having sex family lawyer one brother jon moritsugu gets perfect grades hiding secret gay love skinheads brother jon moritsugu wastoid druggie tension leads explosion absurd violence crazier crazier things happen family,en,7.5
44125,From Beginning to End,Romance Drama,two brothers develop close relationship growing idyllic happy family young adults relationship becomes intimate romantic sexual,pt,6.6
43580,The Cat in the Hat,TV Movie Animation Family,marvelously animated version one beloved seuss tales two youngsters find themselves home nothing rainy afternoon magical mischievous cat hat arrives scene theyre catapulted day rousing romping outlandish antics never forget,en,6.1
61015,"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",Documentary,dean karnazes known ultramarathon man inspired thousands runners epilogue karnazes day expedition dean karnazes completed marathons states consecutive days sure running mostly life,en,5.5
73567,Killer Joe,Crime Drama Thriller,cop matthew mcconaughey moonlights hit man agrees kill hated mother desperate drug dealer emile hirsch exchange tumble young mans virginal sister juno temple,en,6.4
82877,The Gospel of Judas,Documentary,revelation conjuring heated debate according recently translated ancient text called gospel judas disciple infamous betraying jesus well christs faithful servant andbecause savior asked toaccepted perpetual disgrace bring jesus death explore mysticism early gnostic thought expressed words written yearold leatherbound papyrus hear interpretations four biblical scholars follow fragile document discovery egypt translation ultimate presentation world share thoughts gospel judas,pt,7.0
44251,Dragon Ball Z: Broly - Second Coming,Action Animation,film opens saiyan space pod flying through space crashlanding earth out wounded saiyan crawls out broly legendary super saiyan wounded broly shouts out frustation turns normal form place soon freezes trapping falls coma,ja,6.5
50388,King of Thorn,Fantasy Animation Science Fiction,based seinen science fiction manga series iwahara yuuji serialised monthly comic beama mysterious virus nicknamed medusa spreading around japan turning victims stone given impossibility finding immediate cure government opts cryopreserving select group patients until come solution kasumi one chosen ones asleep years awakening bed roses bed thorns happens midst total chaos monstrous creatures lie wait around,ja,6.2
19575,Bob Funk,Comedy,hes fired job mother less bob funk agrees quit drinking see therapist eventually report new boss woman dreams,en,5.0
39106,Dragon Ball Z: Bio-Broly,Action Animation,jaga bada satans old sparring partner invited satan personal island hold grudge match trunks goten decide come adventure android following satan money owes little know jaga badas scientist found way resurrect broly legendary super saiyan,ja,5.9
39107,Dragon Ball Z: Fusion Reborn,Action Animation,paying attention job young demon allows evil cleansing machine overflow explode turning young demon infamous monster janemba goku vegita make solo attempts defeat monster realize only option fusion,ja,7.3
55184,In the Grip of Passion,Drama,young woman forced arranged marriage family hopes securing future husband turns out alcoholic brute man longs man truly loves,fi,0.0
148807,"Lost, Lost, Lost",Documentary,jonas mekas adjusts life exile new york autobiographical film shot,en,8.5
14863,Anaconda 3: Offspring,Action Horror Thriller,cancerterminal tycoon peter murdochs secret wexel hall pharmaceuticals lab developed blood orchid extract cure examine works optimally snakes bread superanaconda strain original pair escapes leaving bloody trail corpses murdoch runs instructing staff clean keep failing eaten like unsuspecting locals alive even enlisting ruthless big game hunter hammett fastgrowing pregnant monster sheds skin thus disabling only tracking device,en,4.0
86593,Wild Bill,Drama,out parole years inside bill hayward returns home find now year old sons abandoned mother fending themselves unwilling play dad uncaring bill determined move,en,6.7
72843,Pete Smalls Is Dead,Comedy,two old pals attend old friends funeral find death dead,en,4.7
78571,Being Flynn,Drama,during twenties young man works various homeless shelters boston often intersects brilliant troubled father,en,5.8
43852,The Drum,Adventure War,set india british raj evil untrustworthy prince guhl raymond massey plans wipe out british troops enjoy hospitality guhls spacious palace loyal young prince azim sabu warn troops guhls treachery tapping out message drum,en,6.3
43858,Elephant Boy,Family Adventure Drama,black white movie based rudyard kiplings toomai elephants small native lad claims knows congregating place elephant hordes,en,8.0
101325,The Forger,Drama,while staying picturesque village teen encounters underground world art forgery,en,6.0
102431,A Child's Christmas in Wales,Drama Family,christmas eve wales young boy named thomas excited holiday hes disappointed because raining instead snowing grandfather gives old snow globe early christmas present starts telling colorful amusing stories childhood christmases shown flashback thomas keeps asking grandfather questions because likes stories because doesnt want bed parents finally insist bed grandfather tells one last story going bed christmas night while listening family singing carols downstairs thomas falls asleep last grandfather opens bedroom window sees falling snowflakes,en,8.8
16716,A Christmas Carol,Drama Fantasy,scrooge miserly old businessman london one christmas eve visited ghost marley dead business partner marley foretells scrooge visited three spirits attempt show scrooge error ways scrooge reform ways time celebrate christmas written mike konczewski,en,6.3
52906,Goodbye Charlie,Comedy Science Fiction Romance,shot jealous husband charley falls out porthole lost sea only find himself returned attractive blond woman best friend staying house puts charlies affairs order convinced finds himself unwilling helper charlies new plan marry money,en,5.6
61539,Rage,Drama Thriller Foreign Romance,romantic thriller construction worker hiding killing foreman hides mansion girlfriend works maid,es,5.9
13928,Knick Knack,Animation,life shelf snowman trapped snowglobe blizzard become wearing especially youre surrounded knickknacks sunnier locales jaded snowman finally breaks free glass house vacation plans cut short,en,7.1
13930,For the Birds,Animation Family,one one flock small birds perches telephone wire sitting close together problems enough comes along large dopey bird tries join birds feather cant help make fun clique mentality proves embarrassing end,en,7.5
103332,Ruby Sparks,Comedy Romance Fantasy Drama,calvin young novelist achieved phenomenal success early career now struggling writing well romantic life finally makes breakthrough creates character named ruby inspires calvin finds ruby flesh sitting couch week later completely flabbergasted words turned living breathing person,en,7.0
64635,Total Recall,Action Science Fiction Adventure Thriller,welcome rekall company turn dreams real memories factory worker named douglas quaid even though hes got beautiful wife loves mindtrip sounds like perfect vacation frustrating life real memories life superspy needs procedure goes horribly wrong quaid becomes hunted man finding himself run police controlled chancellor cohaagen leader free world quaid teams rebel fighter find head underground resistance stop cohaagen line fantasy reality gets blurred fate world hangs balance quaid discovers true identity true love true fate,en,5.8
25048,Le Donk & Scor-zay-zee,Comedy Documentary Foreign,improvised comedy shot five days shane meadows devised starring paddy considine rock roadie failed musician donk lived loved learned along way hes lost girlfriend found new sidekick upandcoming rap prodigy scorzayzee meadows flyonthewall crew tow donk sets out make scorzayzee star,en,5.9
73943,388 Arletta Avenue,Thriller Horror,young couple find themselves unnerving situation mysterious stalker,en,4.9
55680,The Craigslist Killer,Drama Thriller,based true story philip markoff charismatic popular med student boston university leads double life brutal cruel sexual deviant abuses prostitutes finds via craigslist,en,4.6
75229,Babycall,Thriller Horror,escaping abusive husband anna year old son move secret location giant apartment building terrified exhusband find buys baby monitor keep sons room times strange noises echo baby monitor elsewhere building witnesses sounds believes another child murdered fears own reliving nightmare recently escaped anna need figure out whats real isnt loses sanity child,no,5.4
22059,The Fantastic Four,Action Science Fiction Adventure,fantastic four unreleased lowbudget feature film completed created secure copyright property producers never intended release although director actors participants informed fact produced lowbudget specialist roger corman bernd eichinger produced another fantastic four movie,en,5.2
65035,Bertie and Elizabeth,Drama History Romance,duke york nicknamed bertie born royal spare heir younger brother prince wales thus expected spend relatively private life scottish wife elisabeth boweslyon daughters shadow reigning father george next elder brother succeeded british throne edward viii however edward decides put love divorced american wallis simpson above dynastic duty ends abdicating throne now falls bertie reigns george,en,4.8
32171,Infection,Horror Foreign Drama Science Fiction,infection takes place dark isolated hospital one doctors mistake led dire consequences patient hospital death breath away,ja,6.4
103747,The Angels' Share,Drama Comedy,narrowly avoiding jail new dad robbie vows turn new leaf visit whisky distillery inspires mates seek way out hopeless lives,en,7.0
75446,Carbon Nation,Documentary,optimistic witty discovery people already doing nation doing world needs prevent least slow down impending climate crisis,en,7.0
28465,A Dangerous Man,Action Adventure Thriller,serving years crime didnt commit shane daniels released jail apology state arizona within hours freedom unluckily bears witness cop killing chinese mafia kidnapped girl bag drug money,en,5.1
56909,The Immature,Comedy,six high school friends come quarantine assume far days glory lot responsibilities above immersed various personal crises everything changes court void test get college repeat want careers stand,it,6.0
37545,Morning of the Earth,Adventure Documentary,morning earth classic surfer film created alby falzon david elfick film soundtrack created australian musicians including brian cadd set bali hawaii australias northeast,en,6.5
39108,Dragon Ball Z: Wrath of the Dragon,Fantasy Animation Action Science Fiction,warriors discover unopenable music box told open dragon balls contents turn out warrior named tapion sealed himself inside along monster called hildegarn goku now perfect new technique defeat evil monster,ja,6.9
39323,Dragon Ball Z: Bardock - The Father of Goku,Action Animation,bardock son gokus father lowranking saiyan soldier given power see future last remaining alien planet destroyed witnesses destruction race now best stop friezas impending massacre,ja,6.7
73335,Marriage Retreat,Comedy Drama Romance,roller coaster ride love emotions comedy jeff fahey lost machete reginald vel johnson family matters die hard victoria jackson saturday night live baby boom star funny heartfelt story difficulties many marriages face simple solution trio unhappily married couples head mountain retreat subjected unorthodox seemingly comical methods sullivan fahey wife katrina jackson couples struggle through program marital bliss soon discover missing lives jesus,en,5.5
34125,Vampire Journals,Horror Thriller,century vampire stalks powerful vampire lord quest gain revenge death mistress search vampire lord eastern europe kills many servants fellow vampires while cursing another vampirism well,en,4.7
8736,Dikkenek,Comedy,jeanclaude loudmouthed knowitall full time boor best friends stef selfstyled lady killer better fairer sex work ambition wake morning stef decided need help finding woman dreams embracing loyalty rather logic turns jeanclaude advice,fr,6.8
16130,La Classe Américaine,Comedy,george abitbol classy man earth dies sputtering famous last words crappy world heck mean reporters steven peter dave investigate classe américaine montage scenes taken warner bros catalog dubbed fit narration arguably greatest story ever told,fr,7.7
109459,A Necessary Death,Documentary Drama,documentary filmmaker looking suicidal individual follow first preparation final act cut video tapes project sheds light tragedy following infamous internet,en,4.3
320917,Oranges,Romance Drama,two boys talking bicycle accident older bragging experience girls boast,en,9.6
35402,Icarus,Action Drama Thriller,trained kgb assassin edward genn code name icarus worked years ago sleeper agent america soviet union collapsed quickly found himself foreign country one trust determined escape muddled existence edward tries start assumes new identity starts family tries start own legitimate business potentially pull out world hitman,en,5.4
80410,In the Name of the King 2: Two Worlds,Adventure Fantasy Drama Action,granger exspecial forces soldier gets thrown back medieval times fulfill ancient prophecy venturing through now war torn kingdom ehb teams unlikely band allies goal slaying leader dark ones fighting against odds free land grasp evil tyrant raven save world,en,4.1
51365,The Door,Fantasy Thriller Science Fiction Mystery,successful artist loses control life young daughters death chance new start appears seems,de,6.1
39324,Dragon Ball Z: The History of Trunks,Action Animation Adventure,thirteen years since androids began killing rampage son gohan only person fighting back takes bulmas son trunks student even gives own life save trunkss now trunks figure out way change apocalyptic future,ja,7.0
18095,Dragon Ball GT: A Hero's Legacy,Animation Family Fantasy,son goku grandgrandson legendary warrior son goku unlike predecessor hes brave fighter hes constantly picked school bullies grandmother pan sees shes worried even tough goku strong powerful saiyan kind heart pan loves pan gets sick goku realizes something doesnt want lose pan remember legends dragon spheres told granted wish bearer goku needs magical wish ever,ja,6.2
94570,The Kiss,Drama Romance,get ready kiss begin kiss kiss kiss kiss way brings down house time edison films catalog,en,5.0
76696,Sidewalls,Drama Romance,romantic comedy full refreshing global perspective sidewalls director gustavo tarettos clever moving ode modern people urban landscape buenos aires martin neurotic web designer taking baby steps out isolation oneroom apartment virtual reality mariana artist fresh out long relationship head mess like apartment takes refuge martin mariana perfect live same street opposite buildings never meet movement modern city three million people bring together,es,7.3
68143,Dick Tracy vs. Cueball,Action Crime Mystery,police detective uses girlfriend track down homicidal maniac,en,5.1
102630,Stash House,Action Thriller,dave emma found perfect house until discover stash heroine end imprisoned violent thugs,en,5.0
122924,One in the Chamber,Action Thriller,seasoned assassin plays sides russian gang war becomes target unknown enemy,en,4.6
18443,Decoys 2: Alien Seduction,Horror Science Fiction,sam college student small northwestern town reluctantly joins roommates contest see hook gorgeous coeds end semester men slowly start disappearing around town friends learn comes beautiful women whats inside really matters,en,5.4
155341,Ax 'Em,Horror,weekend retreat remote cabin woods group childhood pals turns terrifying fight survival former friend whose family killed years earlier comes along looking revenge,en,1.3
38256,Hierro,Mystery Thriller,traveling ferry heading island hierro spend holidays mary loses son diego one explain happened six months later maria struggles overcome pain loss continue life receive unexpected phone call found body child return island suggestive disturbing landscape surrounded disturbing sinister characters mary forced confront worst nightmares travels road discovers mysteries disclosed,es,6.1
58159,The Tortoise and the Hare,Animation,tortoise hare animated short film released january united artists produced walt disney directed wilfred jackson based aesops fable same name tortoise hare won academy award best short subject cartoons cartoon believed one influences bugs bunny,en,6.8
49084,Steak,Comedy Science Fiction,french comedy comedians eric amp ramzy made quentin dupieux aka oizo,en,5.1
81436,The Legend of Bigfoot,Documentary,documentary legendary creature bigfoot emphasis missing link,en,3.3
105978,Neil Young Journeys,Music Documentary,neil young drove crown victoria idyllic hometown omemee ontario downtown torontos iconic massey hall intimately performed last two nights solo world tour along drive young recounted insightful introspective stories youth filmmaker jonathan demme through tunes tales demme portrays personal retrospective look heart soul artist,en,7.5
94548,The Capture of Bigfoot,Adventure Horror Science Fiction,series killings occur suspects locals soon decide bigfoot responsible,en,5.0
100683,Dragon Eyes,Drama Action Thriller Crime,jude drug dealers corrupt cops destroyed urban neighborhood newcomer hong fighting skills moral vision save town itself,en,3.9
59296,"Love, Wedding, Marriage",Comedy Romance,happy newlywed marriage counselors views wedded bliss get thrown loop finds out parents getting divorced,en,5.1
13676,The Little Mermaid: Ariel's Beginning,Family Animation,follow ariels adventures gave fins true love ariel wasnt singing sisters spent time mother queen athena ariel devastated athena kidnapped pirates king triton outlaws singing along pals flounder sebastian ariel sets off hopes changing fathers decision ban music kingdom,en,6.3
85593,Bag It,Documentary Comedy,average guy makes resolution stop using plastic bags grocery store little know simple decision change life completely comes conclusion consumptive use plastic finally caught looks today right now,en,3.6
37724,Skyfall,Action Adventure Thriller,bonds latest assignment goes gravely wrong agents around world exposed attacked forcing relocate agency events cause authority position challenged gareth mallory new chairman intelligence security committee now compromised inside out left one ally trust bond takes shadows aided only field agent eve following trail mysterious silva whose lethal hidden motives yet reveal themselves,en,6.9
131997,The Thrushes Are Still Singing,Mystery Drama Adventure Crime,five friends representatives fifties generation now forties get together many years silence one shows jail entering exiting years comes series accidental murders another leaves wife kids fourth one wonderer last one girl gang comes lunatic asylum hiding years outcasts tortured barren love affairs wounded deaths beloved friends betrayed politics times hopelessly try reconstruct gang puberty revolution lost now own way progress journey death thus opening new chapter history generation,el,7.5
58383,Hands Over the City,Drama,rod steiger ferocious scheming land developer francesco rosis hands city blistering work social realism winner venice film festival golden lion expose politically driven realestate speculation devastated napless civilian landscape moves breathlessly cataclysmic building collapse backroom negotiations civic leaders vying power city council election laying bare inner workings corruption passion outrage,it,6.5
77287,The Householder,Drama,follows fortunes young teacher prem shashi kapoor isnt ready take responsibilities arranged marriage,en,0.0
20106,Mais qui a tué Pamela Rose ?,Comedy,overview found,fr,6.6
21145,Louise-Michel,Comedy,radical endearing black comedy group retrenched female factory workers decide pool compensation money hire hit man liquidate boss,fr,6.5
63988,Forest Warrior,Action Family,john mckenna spiritual able transform bear wolf eagle lives forests tanglewood dedicated life protect one day gang evil lumberjacks led travis thorne arrive tanglewood chop forest down mckenna cannot let happen together new friends lords tanglewood band children love play forest battles against thorne evil gang,en,2.7
77953,The Campaign,Comedy,two rival politicians compete win election represent small north carolina congressional district united states house representatives,en,5.6
85414,Brake,Action Thriller,secret service agent held captive trunk car endures highspeed mental physical torture terrorists attempt extract needed information sinister plot,en,5.3
82696,Hope Springs,Drama Comedy Romance,thirty years marriage middleaged couple attends intense weeklong counseling session work relationship,en,5.8
24410,K-20: The Fiend with Twenty Faces,Action Adventure Crime,alternate version japan world war never happened japanese capital teito home ultra rich upper class dirt poor masses city thrown state panic phantom thief called kaijin fiend faces short begins use mysterious abilities steal rich give poor one day circus acrobat named heikichi endo takeshi kaneshiro framed crimes becomes determined clear name teams next target wealthy duchess named yoko hashiba takako matsu detective fiancé toru nakamura take down,ja,5.9
70872,Warning from Space,Science Fiction,citizens tokyo panic see ufos sky aliens benign however come warn meteor collision course earth meteor approaches earths atmosphere begins heat mankind race construct weapon destroy,fr,4.9
38202,Logan's War:  Bound by Honor,Action Adventure,chuck norris stars martial arts extraordinaire jake fallon death brother sisterinlaw adopts trains orphaned nephew logan eddie cibrian tvs invasion fifteen years careful instruction logan determined avenge parents death hell need uncle jakes help,en,4.4
36996,The President's Man: A Line in the Sand,Thriller Drama Action,counterterrorism specialist assigned president track down terrorist suspected planning set off nuclear device,en,3.9
84327,The Queen of Versailles,Documentary,epic dimensions shakespearean tragedy queen versailles follows billionaires jackie davids ragstoriches story uncover innate virtues flaws american dream open triumphant construction biggest house america sprawling squarefoot mansion inspired versailles since booming timeshare business built realestate bubble financing economic crisis brings progress halt seals fate owners witness impact turn fortune next two years riveting film fraught delusion denial selfeffacing humor,en,7.1
118984,33 Postcards,Drama,dean randall sponsored young chinese orphan mei mei many years arrives sydney out blue thank lives changed forever,en,6.4
